metabolomics_id	hmmf_panel	ms_type	compound	pubchem_id	value	value_ug_ml	value_mm	value_um
1000005.1	PFBBr	quant	propionate	104745	9.65	705.1255	9.65	9650.0
1000005.1	PFBBr	quant	succinate	160419	0.0	0.0	0.0	0.0
1000005.1	PFBBr	quant	tyramine	5610	0.32	43.8976	0.32	320.0
1000005.2	PFBBr	quant	5aminovalerate	138	4.36	510.774	4.36	4360.0
1000005.2	PFBBr	quant	acetate	175	34.98	2065.2192	34.98	34980.0
1000005.2	PFBBr	quant	butyrate	104775	3.8	330.98	3.8	3800.0
1000005.2	PFBBr	quant	glycine	750	0.86	64.5602	0.86	860.0
1000005.2	PFBBr	quant	proline	145742	0.65	74.8345	0.65	650.0
1000005.2	PFBBr	quant	propionate	104745	14.53	1061.7071	14.53	14530.0
1000005.2	PFBBr	quant	succinate	160419	0.0	0.0	0.0	0.0
1000005.2	PFBBr	quant	tyramine	5610	0.11	15.0898	0.11	110.0
1000007.2	PFBBr	quant	5aminovalerate	138	0.0	0.0	0.0	0.0
1000007.2	PFBBr	quant	acetate	175	69.38	4096.1952	69.38	69380.0
1000007.2	PFBBr	quant	butyrate	104775	0.0	0.0	0.0	0.0
1000007.2	PFBBr	quant	glycine	750	1.87	140.3809	1.87	1870.0
1000007.2	PFBBr	quant	proline	145742	0.0	0.0	0.0	0.0
1000007.2	PFBBr	quant	propionate	104745	0.0	0.0	0.0	0.0
1000007.2	PFBBr	quant	succinate	160419	2.86	331.9602	2.86	2860.0
1000007.2	PFBBr	quant	tyramine	5610	0.1	13.718	0.1	100.0
1000004.1	PFBBr	quant	5aminovalerate	138	0.28	32.802	0.28	280.0
1000004.1	PFBBr	quant	acetate	175	0.0	0.0	0.0	0.0
1000004.1	PFBBr	quant	butyrate	104775	0.0	0.0	0.0	0.0
1000004.1	PFBBr	quant	glycine	750	2.64	198.1848	2.64	2640.0
1000004.1	PFBBr	quant	proline	145742	0.41	47.2033	0.41	410.0
1000004.1	PFBBr	quant	propionate	104745	0.0	0.0	0.0	0.0
1000004.1	PFBBr	quant	succinate	160419	0.0	0.0	0.0	0.0
