seq_id	clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads	filename	database_used	kingdom	phylum	class	order	family	genus	species	sgb	taxid	taxonomy	clean_relative_abundance
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	2|1239|186801|186802|216572|1905344|1550024	0.00158	0.00009	301	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ruthenibacterium	s__Ruthenibacterium_lactatiformans		1550024	species	0.001871370961628841
1000005.1	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	2|1239|909932|1843489|31977|29465|423477	0.00095	0.00005	105	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_rogosae		423477	species	0.0011251914009793667
1000005.1	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula	2|201174|84998|84999|1643824|2767353|1382	0.00094	0.00005	74	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella	s__Lancefieldella_parvula		1382	species	0.0011133472809690575
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3277|s__GGB3277_SGB4327	2|1239|186801|186802|186806||	0.00049	0.00003	57	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__GGB3277	s__GGB3277_SGB4327			species	0.0005803618805051469
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	2|1239|186801|186802|186803|572511|33035	0.00022	0.00001	69	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Blautia	s__Blautia_producta		33035	species	0.00026057064022680067
1000005.1	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	2|201174|1760|85004|31953|1678|216816|	12.34684	0.66859	1610117	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_longum	t__SGB17248		sgb	14.6237454708085
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__SGB1861	2|976|200643|171549|815|816|818|	9.52822	0.51596	3293122	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_thetaiotaomicron	t__SGB1861		sgb	11.28533811646275
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus|t__SGB1814	2|976|200643|171549|815|909656|821|	6.03723	0.32692	1650779	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola_vulgatus	t__SGB1814		sgb	7.150567664983851
1000005.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum|t__SGB7106	2|1239|91061|186826|33958|2742598|1613|	5.41153	0.29304	589699	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus_fermentum	t__SGB7106		sgb	6.4094810759388094
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB1871	2|976|200643|171549|815|816|28116|	5.20197	0.28169	1905919	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_ovatus	t__SGB1871		sgb	6.16127569700277
1000005.1	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939	2|1239|909932|1843489|31977|29465|29466|	4.18497	0.22662	467623	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_parvula	t__SGB6939		sgb	4.956728691954329
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836	2|976|200643|171549|815|816|820|	2.50284	0.13553	644011	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_uniformis	t__SGB1836		sgb	2.9643937326602
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis|t__SGB4617	2|1239|186801|186802|186803|1769710|1653434|	2.36712	0.12818	392917	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas_intestinalis	t__SGB4617		sgb	2.80364533588029
1000005.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__SGB8028_group	2|1239|91061|186826|1300|1301|1328|	2.3539	0.12746	248283	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_anginosus	t__SGB8028_group		sgb	2.78798740922666
1000005.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__SGB7038	2|1239|91061|186826|33958|1578|1596|	2.30921	0.12504	246312	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_gasseri	t__SGB7038		sgb	2.7350560369005903
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4837	2|1239|186801|186802|186803|572511|418240|	2.12457	0.11505	464742	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Blautia	s__Blautia_wexlerae	t__SGB4837		sgb	2.51636620503024
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis|t__SGB15286	2|1239|186801|186802|538999|2527773|2500537|	2.06479	0.11181	323071	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Eubacteriales_incertae_sedis	g__Candidatus_Cibionibacter	s__Candidatus_Cibionibacter_quicibialis	t__SGB15286		sgb	2.44556205560861
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_sp_HTFF|t__SGB15340	2|1239|186801|186802|216572|216851|2929491|	2.04717	0.11086	294245	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_sp_HTFF	t__SGB15340		sgb	2.42469271615045
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii|t__SGB3926_group	2|1239|186801|186802|543314|86331|2606708|	1.87871	0.10173	191266	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Eubacteriales_Family_XIII_Incertae_Sedis	g__Mogibacterium	s__Mogibacterium_kristiansenii	t__SGB3926_group		sgb	2.22516667045678
1000005.1	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta|t__SGB14809	2|201174|84998|1643822|1643826|84111|84112|	1.82936	0.09906	337221	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Eggerthella	s__Eggerthella_lenta	t__SGB14809		sgb	2.1667159382059
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15332	2|1239|186801|186802|216572|216851|853|	1.81615	0.09835	259233	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii	t__SGB15332		sgb	2.15106985567229
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__SGB1830	2|976|200643|171549|815|816|46506|	1.57081	0.08506	335464	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_stercoris	t__SGB1830		sgb	1.86048621533936
1000005.1	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium|t__SGB5792	2|1239|909932|1843488|909930|33024|33025|	1.50347	0.08141	193097	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium_faecium	t__SGB5792		sgb	1.7807279111899401
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum|t__SGB4699	2|1239|186801|186802|186803|1506553|1512|	1.36364	0.07384	360810	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Clostridium_symbiosum	t__SGB4699		sgb	1.61511158108579
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15316	2|1239|186801|186802|216572|216851|853|	1.30153	0.07048	193119	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii	t__SGB15316		sgb	1.54154775170176
1000005.1	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__SGB6952	2|1239|909932|1843489|31977|29465|39778|	0.94846	0.05136	102944	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_dispar	t__SGB6952		sgb	1.12336740649777
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia_hejianensis|t__SGB25431	2|1239|186801|186802|186803|2944198|2763667|	0.7827	0.04238	165106	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Wansuia	s__Wansuia_hejianensis	t__SGB25431		sgb	0.9270392732068901
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__SGB2295	2|976|200643|171549|171550|239759|328814|	0.77509	0.04197	127416	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes_shahii	t__SGB2295		sgb	0.91802589787904
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis|t__SGB4760	2|1239|186801|186802|186803|2719313|1531|	0.71495	0.03871	203436	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_clostridioformis	t__SGB4760		sgb	0.84679536013705
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15300	2|1239|186801|186802||204475|745368|	0.71472	0.0387	119478	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Eubacteriales_unclassified	g__Gemmiger	s__Gemmiger_formicilis	t__SGB15300		sgb	0.84652294537681
1000005.1	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__SGB9226	2|74201|203494|48461|1647988|239934|239935|	0.6944	0.0376	107047	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia_muciniphila	t__SGB9226		sgb	0.8224556935158601
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__SGB2318	2|976|200643|171549|171550|239759|28117|	0.68678	0.03719	86962	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes_putredinis	t__SGB2318		sgb	0.8134304740680001
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855	2|976|200643|171549|815|816|817|	0.61054	0.03306	174215	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_fragilis	t__SGB1855		sgb	0.7231309031094101
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346|t__SGB15346	2|1239|186801|186802|216572|216851||	0.58447	0.03165	80743	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_SGB15346	t__SGB15346		sgb	0.69225328224253
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques|t__SGB4608	2|1239|186801|186802|186803|2316020|33039|	0.55748	0.03019	82552	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Ruminococcus_torques	t__SGB4608		sgb	0.66028600233471
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15342	2|1239|186801|186802|216572|216851|853|	0.53121	0.02877	72362	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii	t__SGB15342		sgb	0.62917149906763
1000005.1	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	2|1239|909932|1843489|31977|29465|39777|	0.49032	0.02655	53119	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_atypica	t__SGB6936		sgb	0.58074089234547
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae|t__SGB4758	2|1239|186801|186802|186803|2719313|208479|	0.41123	0.02227	134543	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_bolteae	t__SGB4758		sgb	0.48706574718393997
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15318	2|1239|186801|186802|216572|216851|853|	0.35286	0.01911	49971	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii	t__SGB15318		sgb	0.41793161868376
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_CLA_AA_H250|t__SGB14861	2|1239|186801|186802|216572||2885357|	0.34933	0.01892	47214	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Oscillospiraceae_unclassified	s__Oscillospiraceae_bacterium_CLA_AA_H250	t__SGB14861		sgb	0.41375064432012
1000008.1	k__Bacteria|p__Actinobacteria	2|201174	3.8601	0.28827	783193	1000008.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria							201174	phylum	4.39421608646682
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15317	2|1239|186801|186802|216572|216851|853|	0.32567	0.01763	39858	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii	t__SGB15317		sgb	0.38572745637572997
1000005.1	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans|t__SGB5843	2|1239|909932|1843489|31977|209879|209880|	0.31164	0.01688	26849	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Allisonella	s__Allisonella_histaminiformans	t__SGB5843		sgb	0.36911015600127
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4811	2|1239|186801|186802|186803|572511|40520|	0.30643	0.01659	55981	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Blautia	s__Blautia_obeum	t__SGB4811		sgb	0.3629393694759
1000005.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__SGB1844	2|976|200643|171549|815|816|246787|	0.10203	0.00553	38283	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_cellulosilyticus	t__SGB1844		sgb	0.12084555646518
1000005.1	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum|t__SGB4037	2|1239|526524|526525|128827|1505663|1522|	0.29447	0.01595	70940	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelatoclostridium	s__Clostridium_innocuum	t__SGB4037		sgb	0.34877380194357
1000005.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__SGB8007_group	2|1239|91061|186826|1300|1301|1304|	0.245	0.01327	29234	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_salivarius	t__SGB8007_group		sgb	0.29018094025256996
1000005.1	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237	2|201174|1760|85004|31953|1678|28026|	0.23425	0.01268	28664	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_pseudocatenulatum	t__SGB17237		sgb	0.27744851124149
1000005.1	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__SGB9262	2|1224|28216|80840|995019|577310|487175|	0.23424	0.01268	32795	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Parasutterella	s__Parasutterella_excrementihominis	t__SGB9262		sgb	0.27743666712147996
1000005.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_rhamnosus|t__SGB7144	2|1239|91061|186826|33958|2759736|47715|	0.22151	0.01199	36000	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus_rhamnosus	t__SGB7144		sgb	0.26235910234835
1000005.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002	2|1239|91061|186826|1300|1301|1308|	0.18924	0.01025	18342	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_thermophilus	t__SGB8002		sgb	0.22413812707508
1000005.1	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus|t__SGB5870	2|1239|909932|1843489|31977|156454|156456|	0.18006	0.00975	16633	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Anaeroglobus	s__Anaeroglobus_geminatus	t__SGB5870		sgb	0.21326522490562003
1000005.1	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis|t__SGB748	2|1239|186801|186802|186804|1257|341694|	0.16027	0.00868	14820	1000005.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__Peptostreptococcus_stomatis	t__SGB748		sgb	0.18982571140522
